delivery_partner,package_type,delivery_mode,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost,vehicle_type_bike,vehicle_type_ev bike,vehicle_type_ev van,vehicle_type_scooter,vehicle_type_truck,vehicle_type_van,region_central,region_east,region_north,region_south,region_west,weather_condition_clear,weather_condition_cold,weather_condition_foggy,weather_condition_hot,weather_condition_rainy,weather_condition_stormy,time_diff,speed,cost_per_km
3,7,3,191.3,35.2,1.9444444444444445e-12,4.444444444444445e-12,0,1,4,1062.1,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,-2.5000000000000003e-12,98382857142857.14,5.552012545739675
2,4,3,181.2,27.51,2.5e-12,4.444444444444445e-12,0,1,5,988.53,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,-1.944444444444445e-12,72480000000000.0,5.455463576158941
8,8,3,202.3,41.81,1.3888888888888889e-12,4.444444444444445e-12,0,1,4,1136.93,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,-3.055555555555556e-12,145656000000000.0,5.620019772614929
7,4,0,138.0,35.33,1.1111111111111112e-12,1.1111111111111112e-12,0,1,4,845.99,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0.0,124200000000000.0,6.13036231884058
5,3,3,87.9,25.22,2.2222222222222224e-12,4.444444444444445e-12,0,1,5,515.16,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,-2.2222222222222224e-12,39555000000000.0,5.86075085324232
3,8,3,56.4,28.49,1.3888888888888889e-12,4.444444444444445e-12,0,1,3,367.47,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,-3.055555555555556e-12,40608000000000.0,6.515425531914894
5,5,2,281.9,38.45,2.2222222222222224e-12,6.666666666666666e-12,0,1,4,1524.85,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,-4.444444444444444e-12,126854999999999.98,5.409187655196878
7,3,0,75.2,11.52,2.2222222222222224e-12,8.333333333333333e-13,1,2,2,460.56,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,1.388888888888889e-12,33840000000000.0,6.124468085106383
8,3,0,103.0,12.45,8.333333333333333e-13,1.1111111111111112e-12,0,1,4,602.35,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,-2.777777777777779e-13,123600000000000.0,5.848058252427185
2,3,1,216.7,14.9,1.3888888888888889e-12,2.2222222222222224e-12,0,1,3,1228.2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,-8.333333333333335e-13,156024000000000.0,5.667743424088602
3,8,2,225.5,32.99,2.2222222222222224e-12,6.666666666666666e-12,0,1,4,1226.47,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-4.444444444444444e-12,101475000000000.0,5.43889135254989
2,1,1,158.9,45.84,1.3888888888888889e-12,2.2222222222222224e-12,0,1,3,1032.02,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,-8.333333333333335e-13,114408000000000.0,6.494776589049716
6,6,0,155.8,3.43,1.3888888888888889e-12,1.3888888888888889e-12,1,0,2,839.29,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,0.0,112176000000000.02,5.386970474967907
5,5,1,290.0,10.87,3.0555555555555552e-12,2.2222222222222224e-12,1,0,2,1582.61,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,8.333333333333329e-13,94909090909090.92,5.457275862068965
3,4,1,139.3,9.41,1.9444444444444445e-12,2.2222222222222224e-12,0,1,5,824.73,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,-2.777777777777779e-13,71640000000000.0,5.9205312275664035
6,0,1,269.7,3.84,2.5e-12,2.2222222222222224e-12,1,2,1,1460.02,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2.777777777777775e-13,107880000000000.0,5.4134964775676675
5,6,3,296.0,38.2,2.7777777777777777e-12,4.444444444444445e-12,0,1,4,1594.6,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,-1.666666666666667e-12,106560000000000.0,5.387162162162162
3,8,1,19.9,48.38,2.777777777777778e-13,2.2222222222222224e-12,0,1,4,344.64,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,-1.9444444444444445e-12,71639999999999.98,17.31859296482412
8,8,1,197.2,32.12,1.6666666666666666e-12,2.2222222222222224e-12,0,1,5,1182.36,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,-5.555555555555558e-13,118320000000000.0,5.995740365111562
0,0,1,289.1,26.41,2.2222222222222224e-12,2.2222222222222224e-12,1,2,2,1624.73,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.0,130095000000000.0,5.619958491871325
2,8,1,133.7,45.12,2.7777777777777777e-12,2.2222222222222224e-12,1,2,1,903.86,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,5.555555555555554e-13,48132000000000.0,6.760359012715035
3,5,3,114.6,44.24,1.1111111111111112e-12,4.444444444444445e-12,0,1,5,705.72,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,-3.3333333333333335e-12,103139999999999.98,6.158115183246074
0,3,0,113.0,17.87,2.5e-12,1.1111111111111112e-12,1,0,2,668.61,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,1.3888888888888887e-12,45200000000000.0,5.916902654867257
6,1,0,228.8,8.44,1.3888888888888889e-12,1.6666666666666666e-12,0,1,3,1219.32,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,-2.777777777777777e-13,164736000000000.0,5.329195804195804
1,8,0,201.3,12.4,2.2222222222222224e-12,1.6666666666666666e-12,1,2,1,1093.7,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,5.555555555555558e-13,90585000000000.0,5.433184302036761
7,1,2,132.3,39.17,1.1111111111111112e-12,6.666666666666666e-12,0,1,4,779.01,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,-5.555555555555555e-12,119070000000000.0,5.8882086167800445
1,1,1,175.9,37.93,1.6666666666666666e-12,2.2222222222222224e-12,0,1,5,1093.29,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,-5.555555555555558e-13,105540000000000.02,6.215406480955088
2,1,1,180.1,24.59,2.2222222222222224e-12,2.2222222222222224e-12,1,0,3,1074.27,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.0,81045000000000.0,5.9648528595224874
7,3,0,88.3,5.1,8.333333333333333e-13,8.333333333333333e-13,0,1,4,506.8,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,105960000000000.0,5.739524348810872
6,4,1,3.6,39.97,2.777777777777778e-13,2.2222222222222224e-12,0,1,4,234.41,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,-1.9444444444444445e-12,12960000000000.0,65.11388888888888
8,2,0,3.6,28.51,2.777777777777778e-13,5.555555555555556e-13,0,1,4,146.03,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,-2.777777777777778e-13,12960000000000.0,40.56388888888889
3,8,3,135.3,18.52,8.333333333333333e-13,4.444444444444445e-12,0,1,5,732.06,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,-3.6111111111111114e-12,162360000000000.03,5.410643015521064
0,1,3,206.2,46.63,1.9444444444444445e-12,4.444444444444445e-12,0,1,5,1170.89,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,-2.5000000000000003e-12,106045714285714.28,5.678419010669254
3,3,3,276.7,9.25,2.5e-12,4.444444444444445e-12,0,1,4,1411.25,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,-1.944444444444445e-12,110680000000000.0,5.100289121792556
8,0,3,251.9,14.48,2.5e-12,4.444444444444445e-12,0,1,4,1302.94,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,-1.944444444444445e-12,100760000000000.02,5.172449384676459
2,0,3,104.4,14.63,8.333333333333333e-13,4.444444444444445e-12,0,1,5,565.89,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,-3.6111111111111114e-12,125280000000000.02,5.420402298850575
2,1,1,162.3,46.63,1.6666666666666666e-12,2.2222222222222224e-12,0,1,4,1051.39,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,-5.555555555555558e-13,97380000000000.02,6.4780653111521875
0,8,1,135.3,44.25,1.6666666666666666e-12,2.2222222222222224e-12,0,1,5,909.25,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,-5.555555555555558e-13,81180000000000.02,6.720251293422025
0,3,0,62.9,33.22,5.555555555555556e-13,8.333333333333333e-13,0,1,3,464.16,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,-2.777777777777777e-13,113219999999999.98,7.379332273449921
4,7,3,63.1,22.2,8.333333333333333e-13,4.444444444444445e-12,0,1,3,382.1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,-3.6111111111111114e-12,75720000000000.0,6.055467511885896
5,8,0,252.8,7.04,1.6666666666666666e-12,1.9444444444444445e-12,0,1,5,1335.12,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,-2.777777777777779e-13,151680000000000.03,5.28132911392405
2,0,0,38.2,42.68,2.777777777777778e-13,5.555555555555556e-13,0,1,3,369.04,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,-2.777777777777778e-13,137520000000000.0,9.660732984293194
4,8,3,22.0,2.37,8.333333333333333e-13,4.444444444444445e-12,0,1,5,117.11,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,-3.6111111111111114e-12,26400000000000.0,5.323181818181818
7,0,2,83.6,0.67,1.1111111111111112e-12,6.666666666666666e-12,0,1,5,419.95,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,-5.555555555555555e-12,75239999999999.98,5.023325358851674
5,5,2,147.2,22.18,1.3888888888888889e-12,6.666666666666666e-12,0,1,3,802.54,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,-5.2777777777777776e-12,105984000000000.0,5.452038043478261
8,5,3,15.1,28.53,5.555555555555556e-13,4.444444444444445e-12,0,1,4,161.09,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,-3.888888888888889e-12,27179999999999.996,10.668211920529801
4,5,1,102.8,31.79,1.1111111111111112e-12,2.2222222222222224e-12,0,1,5,709.37,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,-1.1111111111111112e-12,92519999999999.98,6.900486381322957
5,5,3,249.1,28.1,1.6666666666666666e-12,4.444444444444445e-12,0,1,4,1329.8,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,-2.777777777777778e-12,149460000000000.0,5.338418305901245
8,3,0,111.7,23.28,8.333333333333333e-13,1.1111111111111112e-12,0,1,5,678.34,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,-2.777777777777779e-13,134040000000000.02,6.072873769024172
0,0,2,178.6,22.86,1.6666666666666666e-12,6.666666666666666e-12,0,1,5,961.58,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,-5e-12,107160000000000.0,5.383986562150056
6,0,0,288.5,12.69,3.6111111111111114e-12,1.9444444444444445e-12,1,0,3,1530.57,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,1.666666666666667e-12,79892307692307.69,5.30526863084922
7,8,3,211.4,10.47,1.6666666666666666e-12,4.444444444444445e-12,0,1,4,1088.41,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,-2.777777777777778e-12,126840000000000.02,5.1485808893093665
5,2,1,204.5,12.66,1.1111111111111112e-12,2.2222222222222224e-12,0,1,4,1160.48,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,-1.1111111111111112e-12,184050000000000.0,5.674718826405868
4,5,3,291.5,1.78,3.333333333333333e-12,4.444444444444445e-12,0,1,4,1462.84,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,-1.1111111111111116e-12,87450000000000.0,5.018319039451114
4,1,2,28.9,11.27,8.333333333333333e-13,6.666666666666666e-12,0,1,5,178.31,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,-5.8333333333333326e-12,34680000000000.0,6.169896193771627
4,4,0,281.0,5.97,1.6666666666666666e-12,1.9444444444444445e-12,0,1,3,1472.91,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,-2.777777777777779e-13,168600000000000.0,5.241672597864769
8,0,1,46.5,43.22,1.9444444444444445e-12,2.2222222222222224e-12,0,1,4,462.16,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-2.777777777777779e-13,23914285714285.715,9.938924731182796
2,6,2,11.6,32.44,8.333333333333333e-13,6.666666666666666e-12,0,1,4,155.32,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,-5.8333333333333326e-12,13920000000000.0,13.389655172413793
3,2,0,140.1,13.39,2.5e-12,1.1111111111111112e-12,1,0,2,790.67,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1.3888888888888887e-12,56040000000000.0,5.643611705924339
6,6,3,265.5,31.55,2.5e-12,4.444444444444445e-12,0,1,3,1422.15,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,-1.944444444444445e-12,106200000000000.0,5.356497175141243
4,6,2,94.7,41.07,8.333333333333333e-13,6.666666666666666e-12,0,1,4,596.71,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,-5.8333333333333326e-12,113640000000000.02,6.3010559662090815
6,4,2,28.1,43.96,8.333333333333333e-13,6.666666666666666e-12,0,1,3,272.38,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,-5.8333333333333326e-12,33720000000000.004,9.6932384341637
6,3,1,6.7,37.31,8.333333333333333e-13,2.2222222222222224e-12,0,1,3,245.43,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,-1.388888888888889e-12,8040000000000.001,36.63134328358209
1,4,2,118.1,18.43,1.3888888888888889e-12,6.666666666666666e-12,0,1,4,645.79,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,-5.2777777777777776e-12,85032000000000.0,5.468162574089755
0,7,2,295.4,10.55,1.9444444444444445e-12,6.666666666666666e-12,0,1,4,1508.65,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,-4.722222222222222e-12,151920000000000.0,5.107142857142858
3,4,1,203.8,47.51,1.3888888888888889e-12,2.2222222222222224e-12,0,1,3,1261.53,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,-8.333333333333335e-13,146736000000000.0,6.190039254170755
2,5,1,153.0,6.92,1.6666666666666666e-12,2.2222222222222224e-12,0,1,4,885.76,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,-5.555555555555558e-13,91800000000000.0,5.7892810457516335
4,3,3,62.4,48.42,5.555555555555556e-13,4.444444444444445e-12,0,1,4,457.26,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,-3.888888888888889e-12,112319999999999.98,7.327884615384615
1,2,2,285.2,45.78,3.333333333333333e-12,6.666666666666666e-12,0,1,5,1563.34,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,-3.333333333333333e-12,85560000000000.0,5.4815568022440395
2,4,3,13.6,24.48,5.555555555555556e-13,4.444444444444445e-12,0,1,5,141.44,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,-3.888888888888889e-12,24479999999999.996,10.4
2,4,1,11.4,23.6,5.555555555555556e-13,2.2222222222222224e-12,0,1,4,227.8,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,-1.6666666666666668e-12,20520000000000.0,19.982456140350877
6,7,1,90.2,4.84,1.6666666666666666e-12,2.2222222222222224e-12,0,1,5,565.52,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,-5.555555555555558e-13,54120000000000.01,6.269623059866962
2,5,2,137.0,45.76,1.1111111111111112e-12,6.666666666666666e-12,0,1,5,822.28,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,-5.555555555555555e-12,123300000000000.0,6.0020437956204375
0,5,3,267.0,24.83,2.7777777777777777e-12,4.444444444444445e-12,0,1,4,1409.49,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,-1.666666666666667e-12,96120000000000.0,5.278988764044944
6,6,2,213.9,1.0,1.9444444444444445e-12,6.666666666666666e-12,0,1,4,1072.5,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,-4.722222222222222e-12,110005714285714.28,5.014025245441795
5,8,1,119.3,16.91,1.6666666666666666e-12,2.2222222222222224e-12,0,1,5,747.23,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,-5.555555555555558e-13,71580000000000.0,6.263453478625315
2,2,2,195.4,28.91,2.7777777777777777e-12,6.666666666666666e-12,0,1,3,1063.73,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,-3.888888888888889e-12,70344000000000.0,5.443858751279427
6,2,1,217.7,23.61,1.6666666666666666e-12,2.2222222222222224e-12,0,1,4,1259.33,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,-5.555555555555558e-13,130620000000000.0,5.784703720716583
1,2,0,56.9,16.28,1.3888888888888889e-12,8.333333333333333e-13,1,0,2,383.34,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,5.555555555555556e-13,40968000000000.0,6.737082601054481
4,4,2,102.2,23.03,1.6666666666666666e-12,6.666666666666666e-12,0,1,4,580.09,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,-5e-12,61320000000000.01,5.676027397260274
5,7,2,73.1,17.66,1.9444444444444445e-12,6.666666666666666e-12,0,1,4,418.48,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-4.722222222222222e-12,37594285714285.71,5.724760601915185
6,5,0,249.2,45.88,3.0555555555555552e-12,1.6666666666666666e-12,1,0,2,1433.64,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1.3888888888888887e-12,81556363636363.64,5.752969502407705
2,7,0,266.4,10.12,2.2222222222222224e-12,1.9444444444444445e-12,1,0,2,1412.36,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,2.777777777777779e-13,119879999999999.98,5.301651651651651
1,1,0,268.5,20.35,3.0555555555555552e-12,1.9444444444444445e-12,1,2,1,1453.55,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1.1111111111111108e-12,87872727272727.28,5.413594040968342
1,8,0,178.1,43.95,2.5e-12,1.3888888888888889e-12,1,0,3,1072.35,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,1.111111111111111e-12,71240000000000.0,6.021055586749017
2,3,2,107.2,20.57,1.6666666666666666e-12,6.666666666666666e-12,0,1,5,597.71,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-5e-12,64320000000000.01,5.575652985074627
8,6,0,152.9,25.32,1.3888888888888889e-12,1.3888888888888889e-12,0,1,4,890.46,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,0.0,110088000000000.0,5.82380640941792
4,6,0,263.9,25.27,1.6666666666666666e-12,1.9444444444444445e-12,0,1,4,1445.31,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,-2.777777777777779e-13,158340000000000.0,5.47673361121637
4,2,0,204.7,36.76,1.6666666666666666e-12,1.6666666666666666e-12,1,0,2,1183.78,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,0.0,122820000000000.0,5.782999511480215
5,0,2,250.1,21.95,2.7777777777777777e-12,6.666666666666666e-12,0,1,5,1316.35,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,-3.888888888888889e-12,90036000000000.0,5.263294682127149
0,2,2,27.3,8.52,5.555555555555556e-13,6.666666666666666e-12,0,1,4,162.06,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,-6.1111111111111105e-12,49140000000000.0,5.9362637362637365
6,0,2,159.5,41.35,1.1111111111111112e-12,6.666666666666666e-12,0,1,5,921.55,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,-5.555555555555555e-12,143550000000000.0,5.777742946708464
2,4,1,244.3,34.94,1.9444444444444445e-12,2.2222222222222224e-12,0,1,5,1426.32,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,-2.777777777777779e-13,125640000000000.0,5.838395415472779
2,5,1,159.7,43.37,1.3888888888888889e-12,2.2222222222222224e-12,0,1,4,1028.61,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,-8.333333333333335e-13,114984000000000.0,6.4408891671884785
6,7,3,92.3,15.78,1.3888888888888889e-12,4.444444444444445e-12,0,1,4,508.84,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,-3.055555555555556e-12,66456000000000.0,5.512892741061755
3,2,2,106.2,14.93,1.1111111111111112e-12,6.666666666666666e-12,0,1,5,575.79,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,-5.555555555555555e-12,95580000000000.0,5.421751412429378
2,4,0,20.7,0.67,2.777777777777778e-13,5.555555555555556e-13,0,1,4,154.28,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,-2.777777777777778e-13,74520000000000.0,7.453140096618358
4,6,2,264.4,1.72,1.9444444444444445e-12,6.666666666666666e-12,0,1,4,1327.16,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,-4.722222222222222e-12,135977142857142.84,5.0195158850226935
8,4,3,209.2,21.71,1.9444444444444445e-12,4.444444444444445e-12,0,1,5,1111.13,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,-2.5000000000000003e-12,107588571428571.42,5.311328871892926
6,8,3,270.8,37.51,2.2222222222222224e-12,4.444444444444445e-12,0,1,5,1466.53,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,-2.2222222222222224e-12,121860000000000.0,5.415546528803545
4,1,2,49.7,4.63,1.9444444444444445e-12,6.666666666666666e-12,0,1,4,262.39,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,-4.722222222222222e-12,25560000000000.0,5.2794768611670015
4,1,3,70.9,5.8,1.9444444444444445e-12,4.444444444444445e-12,0,1,4,371.9,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,-2.5000000000000003e-12,36462857142857.15,5.245416078984484
4,4,3,163.5,19.34,1.9444444444444445e-12,4.444444444444445e-12,0,1,5,875.52,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,-2.5000000000000003e-12,84085714285714.28,5.354862385321101
5,3,1,28.7,37.87,5.555555555555556e-13,2.2222222222222224e-12,0,1,4,357.11,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,-1.6666666666666668e-12,51659999999999.99,12.442857142857143
0,0,3,187.0,5.21,8.333333333333333e-13,4.444444444444445e-12,0,1,4,950.63,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,-3.6111111111111114e-12,224400000000000.0,5.083582887700535
6,0,2,97.8,31.07,1.1111111111111112e-12,6.666666666666666e-12,0,1,5,582.21,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,-5.555555555555555e-12,88019999999999.98,5.9530674846625775
8,4,0,51.3,17.84,1.6666666666666666e-12,8.333333333333333e-13,1,0,3,360.02,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,8.333333333333333e-13,30780000000000.0,7.017933723196881
0,0,1,102.8,11.74,2.5e-12,2.2222222222222224e-12,1,0,2,649.22,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,2.777777777777775e-13,41120000000000.0,6.315369649805448
1,8,1,282.9,49.1,1.9444444444444445e-12,2.2222222222222224e-12,0,1,3,1632.7206,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,-2.777777777777779e-13,145491428571428.56,5.771370095440085
6,3,1,183.4,42.58,2.7777777777777777e-12,2.2222222222222224e-12,1,0,3,1144.74,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,5.555555555555554e-13,66024000000000.0,6.241766630316248
1,0,3,186.9,10.12,1.6666666666666666e-12,4.444444444444445e-12,0,1,4,964.86,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,-2.777777777777778e-12,112140000000000.02,5.1624398073836275
5,3,2,228.5,22.13,1.6666666666666666e-12,6.666666666666666e-12,0,1,4,1208.89,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,-5e-12,137100000000000.02,5.29054704595186
3,1,3,249.4,13.76,2.5e-12,4.444444444444445e-12,0,1,4,1288.28,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,-1.944444444444445e-12,99760000000000.02,5.16551724137931
0,3,2,174.8,24.55,1.6666666666666666e-12,6.666666666666666e-12,0,1,5,947.65,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,-5e-12,104880000000000.02,5.421338672768878
0,1,0,136.9,11.34,1.1111111111111112e-12,1.1111111111111112e-12,0,1,5,768.52,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,0.0,123210000000000.0,5.613732651570489
3,6,0,30.2,2.83,2.777777777777778e-13,5.555555555555556e-13,0,1,5,209.49,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,-2.777777777777778e-13,108719999999999.98,6.936754966887418
5,1,3,232.5,24.03,2.5e-12,4.444444444444445e-12,0,1,3,1234.59,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,-1.944444444444445e-12,93000000000000.0,5.310064516129032
6,3,0,73.6,32.93,2.2222222222222224e-12,8.333333333333333e-13,1,0,3,516.79,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1.388888888888889e-12,33119999999999.996,7.021603260869565
4,7,3,49.0,19.84,8.333333333333333e-13,4.444444444444445e-12,0,1,3,304.52,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,-3.6111111111111114e-12,58800000000000.0,6.21469387755102
4,8,2,280.5,9.39,3.333333333333333e-12,6.666666666666666e-12,0,1,5,1430.67,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-3.333333333333333e-12,84150000000000.0,5.100427807486631
5,5,3,199.8,30.74,1.3888888888888889e-12,4.444444444444445e-12,0,1,5,1091.22,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,-3.055555555555556e-12,143856000000000.0,5.461561561561561
1,4,2,178.0,40.37,1.6666666666666666e-12,6.666666666666666e-12,0,1,4,1011.11,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,-5e-12,106800000000000.0,5.6803932584269665
8,8,1,207.6,16.4,1.3888888888888889e-12,2.2222222222222224e-12,0,1,5,1187.2,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,-8.333333333333335e-13,149472000000000.0,5.7186897880539505
5,4,0,106.7,44.59,1.3888888888888889e-12,1.1111111111111112e-12,1,2,1,717.27,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2.777777777777777e-13,76824000000000.0,6.722305529522024
1,0,2,265.5,7.36,1.9444444444444445e-12,6.666666666666666e-12,0,1,5,1349.58,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,-4.722222222222222e-12,136542857142857.14,5.0831638418079095
2,3,1,150.0,19.65,1.9444444444444445e-12,2.2222222222222224e-12,0,1,5,908.95,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,-2.777777777777779e-13,77142857142857.14,6.059666666666667
